"","new_col"
"8141","8EGM1,7EGQ1,4EGX0,11LR0,12HX0,13BN1,1BF1,11JW0,3APX1,14EIQ0,1EJ0,14EIQ1,4EGX0,7EGQ0,3BGN1,2EGQ0,3DIM0,3CWZ0,3BWX0,13CT1,3BMV0,3BGX1,7EGQ1"
"8142","8EGN0,11LV0,4EHJ0,4EHJ0,12JN0,7EGU0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ0"
"8143","8EGM1,7EGQ1,4EGX0,11LR1,1EF0"
"8144","8EGP0,11LV0,4EHJ0,4EHJ0,12JN0,7EGT0,12IX0,14EIQ0,13BZ0,3MO1,6EGR0,1DI0,6EGR1,3DNZ0"
"8145","8EGM1,7EGS0,11LR0,4EGR0,7EGS0,13CT0"
"8146","8EGR1,7EGU0,11LR0,4EGX1,1BR0,14EIQ0,1AZ0,4EGX0,13EI0,14EIQ0,9EGQ0,3QW1,13CD0,2EGQ0,3BCP1"
"8147","8EGN0,11LV0,4EHI1,1BJ0,14EIQ0,3AFS1"
"8148","8EGM1,7EGP0,11LR0,4EGR0,7EGP1,4EGR0,13CT0,11JV0,2EGS0,8EGM0,2EGS1,1AS1,9EGQ0,3BCG1"
"8149","8EGM1,7EGX0,11LR0,4EGX1,1BR0,14EIQ0,1AZ1,12HV0,2EGQ0,9EGQ1,3NY1,3AFU1,3AGJ1,14EIQ1,3DGV1,7EGX0,4EGX0,3EFS0,7EGX0"
"8150","8EGQ0,11LV0,4EGX0,4EGX0,12JN0,7EGY0,12IX0,14EIQ0,13BZ0,3MO1,6EGM0,1DI1,3NS1,7EGY1,4EGX0,3BHT1,3BKM1,3DNY1,3DTU0"
"8151","8EGM1,7EGY1,4EGX0,11LR0,12HX0,13BN1,1BF1,11JW0,3APX1,14EIQ0,1EJ0,14EIQ1,4EGX0,7EGY0,3BGN1,2EGS0,3DIM0,3CWZ0,3BWX0,13CT1,3BMV0,3BGX1,7EGY0,2EGS1"
"8152","8EGM1,7EGQ1,4EGV1,11LR0,12HV0,14EIQ1,1BJ1,1EH0,11LN0,12HM0,7EGQ1,13AN1,1CE0,4EGV0,13DO0,13CN1,3BET1"
"8153","8EGM1,7EGQ1,4EGX0,11LR0,12HX0,13BN1,1BF1,11JW0,3APX1,14EIQ0,1EJ0,14EIQ1,4EGX0,7EGQ0,3BGN1,2EGR1,13CJ1,3CLR1"
"8154","8EGP0,11LV0,4EHJ0,4EHJ0,12JN0,7EGU0,12IX0,14EGO0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ0"
"8155","8EGM1,7EGY1,4EGX0,11LR0,12HX0,13BN1,1BF1,11JW0,3APX1,14EIQ0,1EJ0,14EIQ1,4EGX0,7EGY0,3BGN1,2EGS0,3DIM1,1BO1,1BT1,3DKY1,3DNX1,1CE1,1CQ0"
"8156","8EGM1,7EGQ1,4EGV1,11LR1,1FN0"
"8157","8EGP0,11LV0,4EGV0,4EGV1,1BD0,12IO0,13FS0,6EGQ0,3DIO0,3UW1,1AZ0"
"8158","8EGN0,11LV0,4EGY0,4EGY1,1BD1,7EGW0,7EGW1,2EGT0,3DKS0,12IZ0,3CRU0,3CQX0,11LQ0,1CM0,1BP1,12GR0,3BQV0"
"8159","8EGM1,7EGY1,4EGV1,11LR0,12HV0,14EIQ1,1BJ0,1AV1,8EGM0,4EGV1,3DNT0,2EGQ0,7EGY0,3DHY0,3CTU0,3BGV0,3AGW1,13CL0"
"8160","8EGP0,11LV0,4EGV0,4EGV1,1BD0,12IO0,13FS0,6EGQ0,3DIO0,3UW1,1AZ0"
"8161","8EGN0,11LV0,4EHJ0,4EHJ0,12JN0,7EGW1,1BD1,14EIQ0,13CK0,3QU1,4EHJ1,1DG0,13BW1,6EGQ0,12HI0,1CG0,8EGN0,7EGW0"
"8162","8EGM1,7EGX0,11LR1,1DU0"
"8163","8EGN0,11LV0,4EGV0,4EGV1,1BD1,7EGW0,7EGW1,2EGT0,3DKS0,12IZ0,3CRU0,3CQX0,11LQ0,1CM0,1BP0,14EIQ0,3CFV0,3ST1,3BCM1,3BDV1,8EGN0,1BF1"
"8164","8EGP0,11LV0,4EGN0,4EGN0,12JN0,7EHI1,1BD0,6EGQ0,4EGN0,6EGQ0,6EGQ0"
"8165","8EGQ0,11LV0,4EGS0,4EGS0,12JN0,7EGS0,12IX0,14EIQ0,13BZ0,3MO1,6EGM0,1DI0,6EGM0,1BZ1,1CE1"
"8166","8EGM1,7EGX0,11LR0,4EGX1,1BR1,7EGX1,1DY0,12HV0,14EIQ1,4EGX0,14EIQ0,3ANY1,13CI0,8EGM0,13BT1,2EGT0,1CO1,1DQ0,11HL0,4EGX0,3BDM0,1CQ1"
"8167","8EGM1,7EGX0,11LR0,4EHJ1,1BR1,7EGX1,1DY0,12HV0,14EIQ1,4EHJ0,14EIQ0,3ANY1,13CI1,4EHJ0,2EGO0,1DS0,3BFR1,13DO0,7EGX0"
"8168","8EGR1,7EGN0,11LR0,4EGX1,1BR0,14EIQ0,1AZ1,12HV0,2EGQ0,9EGQ1,3NY1,3AFU1,3AGJ1,14EIQ1,3DGV0,3CDY1,2EGQ0,3CNT1,1BL0,3DFT0,7EGN0"
"8169","8EGN0,11LV0,4EGT0,4EGT0,12JN0,7EGN0,12IX0,14EGR0,13BZ1,2EGQ0,7EGN0,6EGQ0,13CE1,4EGT0"
"8170","8EGP0,11LV0,4EHJ0,4EHJ0,12JN0,7EGS0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ0"
"8171","8EGQ0,11LV0,4EHJ0,4EHJ0,12JN0,7EGU0,12IX0,14EIQ0,13BZ0,3MO1,6EGR0,1DI0,6EGR1,3DNZ0"
"8172","8EGN0,11LV0,4EHJ0,4EHJ0,12JN0,7EGV0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ0"
"8173","8EGM1,7EGT0,11LR0,4EGX1,1BR0,14EIQ0,1AZ1,12HV0,2EGQ0,9EGQ1,3NY1,3AFU1,3AGJ1,14EIQ1,3DGV1,7EGT0,4EGX0,3EFS0,7EGT1,1BJ1"
"8174","8EGM1,7EGP0,11LR0,4EGV1,1BR1,7EGP1,1DY0,12HV0,14EIQ1,4EGV0,14EIQ0,3ANY0,2EGS0,3AFI1,2EGS0,7EGP1,1CQ0,7EGP0,1BT1,13CK0"
"8175","8EGM1,7EGZ1,4EGY1,11LR0,12HV0,14EIQ1,1BJ1,1EH0,11LN0,12HM0,7EGZ0,4EGY0,14EIQ1,3ANV1,3DWZ0,3BEX1,1BT0,3BFI1,3CGN1,3CKP1,13AI0"
"8176","8EGM1,7EGX0,11LR0,4EHJ1,1BR1,7EGX1,1DY1,12GS0,2EGQ0,1EF1"
"8177","8EGM1,7EGQ1,4EGX0,11LR0,12HX0,13BN1,1BF1,11JW0,3APX1,14EIQ0,1EJ0,14EIQ1,4EGX0,7EGQ0,3BGN1,2EGS0,3DIM0,3CWZ0,3BWX1,3CDG1,1BQ1,9EGQ0,7EGQ1,3CDW0"
"8178","8EGM1,7EGY1,4EGX0,11LR1,1EF0"
"8179","8EGP0,11LV0,4EGM0,4EGM0,12JN0,7EGU0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ0"
"8180","8EGM1,7EGN0,11LR0,4EGX1,1BR0,14EIQ0,1AZ1,12HV0,2EGQ0,9EGM1,3NY0,1BD1,11KP0,13EN0"
"8181","8EGN0,11LV0,4EGV0,4EGV1,1BD1,7EGQ1,1CG1,13BW1,12HK0,2EGQ0,3ACO1,3APS1,6EGQ0,3ATX1,7EGQ1,13CG1,9EGQ1,13DO0,8EGN1"
"8182","8EGM1,7EGW1,4EGV1,11LR0,12HV0,14EIQ1,1BJ1,1EH0,11LN0,12HM0,7EGW0,4EGV0,14EIQ1,3ANV1,3DWZ0,3BEX1,1BT1,13CW0,2EGQ1,4EGV1,3BNP1,1CQ0,1CM0,13BJ1,1BZ0,1BX1,13CG0,3CJK0"
"8183","8EGM1,7EGS0,11LR0,4EHJ1,1BR0,14EIQ0,1AZ1,12HV0,2EGQ0,9EGQ1,3NY1,3AFU1,3AGJ1,14EIQ1,3DGV0,3CDY0,7EGS0,3AHR1,1BJ1,3BKL0,4EHJ0"
"8184","8EGN0,11LV0,4EGM0,4EGM0,12JN0,7EGP1,1BD1,14EIQ0,13CK1,1CQ1,3DPU0,13CT0,1DR0,4EGM0"
"8185","8EGQ0,11LV0,4EHJ0,4EHJ0,12JN0,7EGN0,12IX0,14EIQ0,13BZ1,2EGQ0,7EGN0,6EGR0,13CE0,1BD1"
"8186","8EGM1,7EGQ1,4EGY1,11LR0,12HV0,14EIQ1,1BJ1,1EH0,11LN0,12HM0,7EGQ1,13AN1,1CE1,2EGQ1,14EIQ1,3DQR0,3ADZ1,9EGQ1,13BW1,1CI1"
"8187","8EGN0,11LV0,4EGX0,4EGX0,12JN0,7EGP1,1BD1,14EIQ0,13CK1,1CQ0,6EGR0,4EGX0,7EGP0,1BF0,3AHU1"
"8188","8EGM1,7EGP0,11LR0,4EGV1,1BR0,14EIQ0,1AZ1,12HV0,2EGS0,9EGQ1,3NY1,3AFU1,3AGJ1,14EIQ1,3DGV0,3CDY1,2EGS1,1BF1"
"8189","8EGR1,7EGT0,11LR0,4EGX1,1BR1,7EGT1,1DY0,12HV0,14EIQ1,4EGX0,14EIQ0,3ANY1,13CI0,8EGR1,3DFX0,1BX1,3BUY0,2EGQ0,3BLW1"
"8190","8EGQ0,11LV0,4EGT0,4EGT0,12JN0,7EGR0,12IX0,14EIQ0,13BZ0,3MO1,6EGP0,1DI1,3NS1,7EGR0,3DRX0"
"8191","8EGQ0,11LV0,4EGN0,4EGN0,12JN0,7EGP1,1BD1,14EIQ0,13CK0,3QU1,4EGN1,1DG0,13BW1,6EGM0,12HI0,1CG0,8EGQ1,4EGN1,1CD0,1BP0,6EGM1,3ADE0"
"8192","8EGP0,11LV0,4EGX0,4EGX0,12JN0,7EGP1,1BD1,14EIQ0,13CK0,3QU1,4EGX0,1CI0"
"8193","8EGM1,7EGY1,4EGX0,11LR0,12HX0,13BN1,1BF1,11JW0,3APX1,14EIQ0,1EJ0,14EIQ1,4EGX0,7EGY0,3BGN0,3BEW1"
"8194","8EGP0,11LV0,4EGX0,4EGX0,12JN0,7EGT0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ0"
"8195","8EGR1,7EGN0,11LR1,1DU0"
"8196","8EGP0,11LV0,4EGX0,4EGX0,12JN0,7EGN0,12IX0,14EHY0,13BZ0,3MO1,6EGR0,1DI0,6EGR1,3DNZ0"
"8197","8EGN0,11LV1,1AJ1,4EGX1"
"8198","8EGQ0,11LV0,4EHJ0,4EHJ0,12JN0,7EGY0,12IX0,14EIQ0,13BZ0,3MO1,6EGM0,1DI0,6EGM0,1BZ0"
"8199","8EGP0,11LV0,4EGX0,4EGX0,12JN0,7EGR0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ0"
"8200","8EGN0,11LV0,4EGX0,4EGX0,12JN0,7EGN0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ0"
"8201","8EGM1,7EGT0,11LR0,4EGX1,1BR0,14EIQ0,1AZ1,12HV0,2EGQ0,9EGQ1,3NY1,3AFU1,3AGJ1,14EIQ1,3DGV0,3CDY0,7EGT1,13AJ1,3AOW1,3BCY1,3BFS1,4EGX1,3BYZ0,3BUZ0,3BPQ0,3BMS0,3BHU0,1BI0"
"8202","8EGM1,7EGW1,4EGV1,11LR0,12HV0,14EIQ1,1BJ1,1EH0,11LN0,12HM0,7EGW0,4EGV0,14EIQ1,3ANV0,8EGM0,4EGV0,1BX0,3ANO0,7EGW1,13DY0,1BP0"
"8203","8EGM1,7EGY1,4EGV1,11LR0,12HV0,14EIQ1,1BJ1,1EH0,11LN0,12HM0,7EGY0,4EGV0,14EIQ1,3ANV1,3DWZ0,3BEX1,1BT0,3BFI1,3CGN0"
"8204","8EGP0,11LV0,4EGR0,4EGR0,12JN0,7EGR0,12IX0,14EIQ0,13BZ1,2EGS0,7EGR0,6EGQ0,13CE1,4EGR1,3BEF1,3BEZ1,1AH1,1BX0"
"8205","8EGM1,7EGQ1,4EGY1,11LR0,12HV0,14EIQ1,1BJ1,1EH0,11LN0,12HM0,7EGQ1,13AN1,1CE1,2EGQ1,14EIQ1,3DQR1,3DQS0"
"8206","8EGM1,7EGW1,4EHI1,11LR0,12HV1,14EIQ1,1BC1,1EF0,4EHI1"
"8207","8EGN0,11LV0,4EGQ0,4EGQ0,12JN0,7EGV0,12IX0,14EHU0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ0"
"8208","8EGM1,7EGW1,4EGY1,11LR0,12HV0,14EIQ1,1BJ1,1EH0,11LN0,12HM0,7EGW0,4EGY0,14EIQ1,3ANV1,3DWZ0,3BEX0,11JX0,4EGY1,2EGT1,3AOQ1"
"8209","8EGM1,7EGR0,11LR0,4EGP0,7EGR0,13CT0"
"8210","8EGM1,7EGP0,11LR0,4EGP0,7EGP1,4EGP0,13CT0,11JV0,2EGS0,8EGM0,2EGS1,1AS1,9EGQ0,3BCG0,3ASX0"
"8211","8EGM1,7EGP0,11LR0,4EGR0,7EGP1,4EGR0,13CT0,11JV0,2EGQ0,8EGM0,2EGQ0,14EIQ0"
"8212","8EGN0,11LV0,4EHJ0,4EHJ0,12JN0,7EGN0,12IX0,14EIQ0,13BZ0,3MO1,6EGR0,1DI0,6EGR1,3DNZ0"
"8213","8EGQ0,11LV0,4EGX0,4EGX0,12JN0,7EHI1,1BD1,14EIQ0,13CK1,1CQ0,6EGM0,4EGX0,7EHI0,1BF1,3DNS0"
"8214","8EGP0,11LV0,4EHJ0,4EHJ0,12JN0,7EGY0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ0"
"8215","8EGQ0,11LV0,4EHJ0,4EHJ0,12JN0,7EGN0,12IX0,14EIQ0,13BZ1,2EGO0,7EGN0,6EGM0,13CE1,4EHJ1,3BEF0"
"8216","8EGR1,7EGU0,11LR0,4EGM0,7EGU0,13CT0"
"8217","8EGN0,11LV0,4EGY0,4EGY1,1BD1,7EGQ1,1CG1,13BW0"
"8218","8EGM1,7EGS0,11LR0,4EGV1,1BR0,14EIQ0,1AZ1,12HV0,2EGQ0,9EGN0,7EGS0"
"8219","8EGM1,7EGP0,11LR0,4EGV1,1BR1,7EGP1,1DY1,12GS0,2EGQ0,1EF0,3AKV1"
"8220","8EGN0,11LV0,4EHJ0,4EHJ0,12JN0,7EGU0,12IX0,14EIQ0,13BZ1,2EGQ0,7EGU0,6EGQ0,13CE0,1BD0"
"8221","8EGM1,7EGQ1,4EHJ0,11LR0,12HX0,13BN1,1BF1,11JW0,3APX0,4EHJ1,1CG0,3AEK1,1BH1,3ALQ0,7EGQ1,2EGR0,1BL1"
"8222","8EGN0,11LV0,4EGM0,4EGM0,12JN0,7EGS0,12IX0,14EIQ0,13BZ0,3MO1,6EGM0,1DI1,3NS1,7EGS1,4EGM0,3BHT1,3BKM1,3DNY0"
"8223","8EGM1,7EGP0,11LR0,4EGX1,1BR0,14EIQ0,1AZ0,4EGX0,13EI0,14EIQ0,9EGQ0,3QW1,13CD0,2EGQ0,3BCP1"
"8224","8EGP0,11LV0,4EHJ0,4EHJ0,12JN0,7EGU0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ1,1CE1"
"8225","8EGM1,7EHI0,11LR0,4EGX1,1BR0,14EIQ0,1AZ1,12HV0,2EGQ0,9EGO0,7EHI0"
"8226","8EGQ0,11LV0,4EHJ0,4EHJ0,12JN0,7EGN0,12IX0,14EIQ0,13BZ0,3MO1,6EGM0,1DI0,6EGM0,1BZ0"
"8227","8EGN0,11LV0,4EGX0,4EGX0,12JN0,7EGN0,12IX0,14EIQ0,13BZ1,2EGQ0,7EGN0,6EGM0,13CE1,4EGX0"
"8228","8EGM1,7EGR0,11LR0,4EGX1,1BR1,7EGR0,14EIQ0,12HU0,4EGX0,2EGS0,13FR0,3PQ1,4EGX0,7EGR0"
"8229","8EGP0,11LV0,4EHJ0,4EHJ0,12JN0,7EGN0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ0"
"8230","8EGN0,11LV0,4EGW1,1BJ1,2EGQ1,1DG0,13EY0,7EGW1,14EIQ1,3CLV0"
"8231","8EGM1,7EGW1,4EGV1,11LR0,12HV0,14EIQ1,1BJ1,1EH0,11LN0,12HM0,7EGW0,4EGV0,14EIQ1,3ANV1,3DWZ0,3BEX1,1BT0,3BFI1,3CGN0"
"8232","8EGN0,11LV0,4EHJ0,4EHJ0,12JN0,7EGS0,12IX0,14EIQ0,13BZ1,2EGQ0,7EGS0,6EGM0,13CE1,4EHJ1,3BEF1,3BEZ1,1AH1,1BX0"
"8233","8EGM1,7EGY1,4EGV1,11LR0,12HV1,14EIQ1,1BC1,1EF0,4EGV1"
"8234","8EGN0,11LV0,4EGX0,4EGX0,12JN0,7EGS0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI1,3NS1,7EGS1,4EGX0,3BHT0"
"8235","8EGM1,7EGY1,4EHJ0,11LR0,12HX0,13BN1,1BF1,11JW0,3APX1,14EIQ0,1EJ0,14EIQ1,4EHJ1,13DY0,3CUZ1,3DJY0,3DGW1,1BP0,1BK1"
"8236","8EGN0,11LV0,4EHJ0,4EHJ0,12JN0,7EGU0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ0"
"8237","8EGM1,7EGP0,11LR0,4EGX1,1BR1,7EGP1,1DY0,12HV0,14EIQ1,4EGX0,14EIQ0,3ANY1,13CI0,8EGM0,13BT1,2EGQ0,1CO1,1DQ0,11HL0,4EGX0,3BDM1,2EGQ0,7EGP0,14EIQ0,3CWX1,3DHT0"
"8238","8EGM1,7EGY1,4EHJ0,11LR0,12HX0,13BN1,1BF1,11JW0,3APX1,14EIQ0,1EJ0,14EIQ1,4EHJ1,13DY0,3CUZ1,3DJY1,3DQV0,1DV0,7EGY0,1BL1,1CD0"
"8239","8EGM1,7EGQ1,4EGV1,11LR0,12HV0,14EIQ1,1BJ1,1EH0,11LN0,12HM0,7EGQ1,13AN1,1CE1,2EGQ1,14EIQ1,3DQR0,3ADZ1,9EGO0,1CY0"
"8240","8EGN0,11LV0,4EGV0,4EGV1,1BD0,12IO0,13FS0,6EGQ0,3DIO1,3DIP1,7EGN0"
"8241","8EGN0,11LV0,4EGV0,4EGV1,1BD1,7EGN0,7EGN0,6EGQ0,13EN0,2EGQ0,1DT0,4EGV0"
"8242","8EGP0,11LV0,4EGV0,4EGV1,1BD0,12IO0,13FS0,6EGQ0,3DIO0,3UW1,1AZ0"
"8243","8EGM1,7EHI0,11LR0,4EGX1,1BR0,14EIQ0,1AZ1,12HV0,2EGQ0,9EGP0,7EHI0"
"8244","8EGM1,7EGS0,11LR0,4EGX1,1BR0,14EIQ0,1AZ0,4EGX0,13EI0,14EIQ0,9EGQ0,3QW1,13CD0,2EGQ0,3BCP1"
"8245","8EGM1,7EGR0,11LR0,4EGX1,1BR1,7EGR0,14EIQ0,12HU0,4EGX0,2EGQ1,14EIQ1,5T0,13FK0,14EIQ0,1BT1,1CM1,7EGR0,3EFP0,11KM0,3BDO1,3BEI1,4EGX0,9EGQ0,13DJ0,1CO1"
"8246","8EGM1,7EGT0,11LR0,4EGU1,1BR1,7EGT1,1DY0,12HV0,14EIQ1,4EGU0,14EIQ0,3ANY1,13CI0,8EGM0,13BT1,2EGQ0,1CO0,3APW1,3BFM1,3BIW1,9EGQ0,13BW1,1BT1,3BKV1,3CDO1,3CQV0,4EGU0,3CHY0,3CFS1,3CGK1"
"8247","8EGR1,7EGQ1,4EGV1,11LR0,12HV0,14EIQ1,1BJ0,1AV1,8EGR1,3TW1,3EFK0,9EGQ1,3AKS0,3AHN0"
"8248","8EGM1,7EGQ1,4EGV1,11LR0,12HV0,14EIQ1,1BJ1,1EH0,11LN0,12HM0,7EGQ1,13AN1,1CE1,2EGQ1,14EIQ1,3DQR0,3ADZ1,9EGQ1,13BW1,1CI0,13CQ1,3CKN0"
"8249","8EGN0,11LV0,4EGX0,4EGX0,12JN0,7EGP1,1BD1,14EIQ0,13CK0,3QU1,4EGX0,1CI1,1DG0,8EGN1,7EGP1,3ACY0"
"8250","8EGP0,11LV0,4EHJ0,4EHJ0,12JN0,7EGN0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ0"
"8251","8EGP0,11LV0,4EHJ0,4EHJ0,12JN0,7EHI1,1BD0,6EGQ0,4EHJ0,6EGQ0,6EGQ0"
"8252","8EGM1,7EGP0,11LR0,4EGR0,7EGP1,4EGR0,13CT0,11JV0,2EGS0,8EGM0,2EGS1,1AS1,9EGQ0,3BCG1"
"8253","8EGN0,11LV0,4EHJ0,4EHJ0,12JN0,7EHI1,1BD0,6EGQ0,4EHJ0,6EGQ0,6EGQ0"
"8254","8EGM1,7EGY1,4EHJ0,11LR0,12HX0,13BN1,1BF1,11JW0,3APX0,4EHJ1,1CG1,3APR0,2EGS0,3VW0"
"8255","8EGM1,7EGT0,11LR0,4EHJ1,1BR0,14EIQ0,1AZ1,12HV0,2EGQ0,9EGQ1,3NY1,3AFU1,3AGJ1,14EIQ1,3DGV0,3CDY1,2EGQ0,3CNT0,7EGT0,1BL0,7EGT1,3CKL0,1BF0,1BD1"
"8256","8EGM1,7EGP0,11LR0,4EHJ1,1BR0,14EIQ0,1AZ1,12HV0,2EGQ0,9EGQ1,3NY1,3AFU1,3AGJ1,14EIQ1,3DGV0,3CDY0,7EGP0,3AHR1,1BJ1,3BKL0,4EHJ0"
"8257","8EGN0,11LV0,4EHJ0,4EHJ0,12JN0,7EGT0,12IX0,14EIQ0,13BZ1,2EGQ0,7EGT0,6EGM0,13CE1,4EHJ1,3BEF1,3BEZ1,1AH1,1BX0"
"8258","8EGM1,7EGQ1,4EGT1,11LR0,12HV0,14EIQ1,1BJ1,1EH0,11LN0,12HM0,7EGQ1,13AN1,1CE0,4EGT1,2EGQ1,2EGQ1,8EGM1"
"8259","8EGQ0,11LV0,4EGU0,4EGU0,12JN0,7EGY0,12IX0,14EIQ0,13BZ0,3MO1,6EGM0,1DI0,6EGM0,1BZ1,1CE1"
"8260","8EGN0,11LV0,4EGX0,4EGX0,12JN0,7EGP1,1BD1,14EIQ0,13CK0,3QU1,4EGX0,1CI0"
"8261","8EGN0,11LV0,4EGX0,4EGX0,12JN0,7EGN0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ0"
"8262","8EGM1,7EGS0,11LR0,4EGX1,1BR0,14EIQ0,1AZ0,4EGX0,13EI0,14EIQ0,9EGQ0,3QW1,13CD1,13CH1,14EIQ0,7EGS0,4EGX0,13CK1,7EGS0"
"8263","8EGM1,7EGX0,11LR0,4EGX1,1BR1,7EGX1,1DY0,12HV0,14EIQ1,4EGX0,14EIQ0,3ANY0,2EGQ0,3AFI0,3ACR0,13CW0,8EGM1,4EGX0,1DE0,1CO0,3MZ1,13CE0,3ABV0,3ABH1,4EGX0"
"8264","8EGM1,7EGN0,11LR0,4EGX1,1BR1,7EGN1,1DY0,12HV0,14EIQ1,4EGX0,14EIQ0,3ANY1,13CI1,4EGX0,2EGQ1,13ET0,13CK1,3DFL0,3CLP0,3CEV0,3CDT0,13CO1,7EGN0,13DY0,1BU1,1BX1,1CJ1,3BVY0,3BLX0,1CW1"
"8265","8EGQ0,11LV0,4EGR0,4EGR0,12JN0,7EGT0,12IX0,14EGS0,13BZ0,3MO1,6EGS0,1DI1,3NS1,7EGT0,3DRX0"
"8266","8EGN0,11LV0,4EHJ0,4EHJ0,12JN0,7EGY0,12IX0,14EIQ0,13BZ0,3MO1,6EGS0,1DI0,6EGS0,1BZ1,1CE1"
"8267","8EGN0,11LV0,4EGV0,4EGV1,1BD0,12IO0,13FS0,6EGQ0,3DIO0,3UW1,1AZ0"
"8268","8EGQ0,11LV0,4EHJ0,4EHJ0,12JN0,7EGQ1,1BD1,14EIQ0,13CK1,1CQ0,6EGQ0,4EHJ1,3UX1,11LP0,8EGQ0"
"8269","8EGM1,7EHI0,11LR0,4EGX1,1BR1,7EHI1,1DY0,12HV0,14EIQ1,4EGX0,14EIQ0,3ANY0,2EGQ0,3AFI0,3ACR1,3ADQ0,1CY0"
"8270","8EGM1,7EGU0,11LR0,4EGV1,1BR1,7EGU0,14EIR0,12HU0,4EGV0,2EGQ1,14EIR0"
"8271","8EGR1,7EGN0,11LR0,4EHJ1,1BR0,14EIQ0,1AZ1,12HV0,2EGS0,9EGQ1,3NY1,3AFU1,3AGJ1,14EIQ1,3DGV0,3CDY1,2EGS1,1BF0,4EHJ1"
"8272","8EGM1,7EGR0,11LR0,4EGX1,1BR1,7EGR0,14EIQ0,12HU0,4EGX0,2EGS0,13FR0,3PQ1,4EGX0,7EGR0"
"8273","8EGM1,7EGQ1,4EHJ0,11LR0,12HX0,13BN1,1BF1,11JW0,3APX1,14EIQ0,1EJ0,14EIQ1,4EHJ1,13DY0,3CUZ0,2EGR1,9EGQ1,7EGQ0,13DE0,13CI1,3APY0"
"8274","8EGM1,7EGR0,11LR0,4EGX1,1BR0,14EIQ0,1AZ1,12HV0,2EGS0,9EGQ1,3NY1,3AFU0,13DO0,7EGR0"
"8275","8EGM1,7EHI0,11LR0,4EGX1,1BR0,14EIQ0,1AZ0,4EGX0,13EI0,14EIQ0,9EGQ0,3QW1,13CD0,2EGS0,3BCP0,3BCI0,7EHI0"
"8276","8EGQ0,11LV0,4EHJ0,4EHJ0,12JN0,7EGN0,12IX0,14EHU0,13BZ0,3MO1,6EGS0,1DI1,3NS1,7EGN0,3DRX0"
"8277","8EGM1,7EGR0,11LR0,4EGV1,1BR1,7EGR0,14EIQ0,12HU0,4EGV0,2EGS0,13FR0,3PQ1,4EGV0,7EGR0"
"8278","8EGR1,7EGW1,4EHI1,11LR1,1FN0"
"8279","8EGN0,11LV0,4EGV0,4EGV1,1BD0,12IO0,13FS0,6EGQ0,3DIO0,3UW1,1AZ0"
"8280","8EGN0,11LV0,4EGX0,4EGX0,12JN0,7EGN0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ0"
"8281","8EGM1,7EGQ1,4EGU0,11LR0,12HX0,13BN1,1BF1,11JW0,3APX0,4EGU1,1CG1,3APR0,2EGQ1,3ANW0,1DU0,2EGQ0,3NX1,3AHQ1,3AJY0,7EGQ1"
"8282","8EGM1,7EGQ1,4EGV1,11LR0,12HV0,14EIQ1,1BJ1,1EH0,11LN0,12HM0,7EGQ1,13AN1,1CE0,4EGV0,13DO0,13CN1,3BET1"
"8283","8EGN0,11LV0,4EGS0,4EGS0,12JN0,7EGY0,12IX0,14EIQ0,13BZ0,3MO1,6EGM0,1DI1,3NS1,7EGY1,4EGS1,3CFR1"
"8284","8EGP0,11LV0,4EHJ0,4EHJ0,12JN0,7EGY0,12IX0,14EIQ0,13BZ1,2EGQ0,7EGY1,1CO0,4EHJ0,3BPZ0"
"8285","8EGN0,11LV0,4EHJ0,4EHJ0,12JN0,7EGY0,12IX0,14EIQ0,13BZ1,2EGQ0,7EGY1,1CO0,4EHJ0,3BPZ0"
"8286","8EGM1,7EGP0,11LR0,4EGU1,1BR1,7EGP1,1DY0,12HV0,14EIQ1,4EGU0,14EIQ0,3ANY0,2EGQ0,3AFI1,2EGQ0,7EGP1,1CQ0,7EGP0,1BT1,13CK0"
