"","new_col"
"912","6IT0,11CV0,4JM0,7IX1,1AU1,3EX0"
"913","6IR0,11CV0,4IW1,1AC1,13AT0,1BS0,4IW0,7IZ0,9IR0"
"914","6IP1,7IU0,11CU0,1S1,4IV1,3DX1,3FX1,1AW0"
"915","6IP1,7IQ0,11CU0,1S1,4IY0,14KV0,2IT0,3HX0,1AD1"
"916","6IP1,7IO0,11CU0,1S1,4IY0,14KV0,2IR1,7IO1,4IY1,1AG1,1BS0,2IR0,3GN0,13AY1,1AU1"
"917","6IR0,11CV0,4IY0,7IR0,2IR0,3DF1,13BO0"
"918","6IP1,7IR1,1R1,11CU0,12CK0,4IY0,2IR0,3FV0,1BD1,13BJ1"
"919","6IN0,11CV0,4IZ1,1AC1,13AT1,7IX0,3FI0"
"920","6IN0,11CV0,4IW1,1AC1,13AT1,7IR1"
"921","6IP1,7IU0,11CU0,1S1,4JM0,14KV0,2IR1,7IU0,4JM0,3IM0,3GQ0,3GP0,3EL0"
"922","6IP1,7IR1,1R1,11CU1"
"923","6IR0,11CV0,4JM0,7IV0,2IR0,3DF1,13BO0"
"924","6IP1,7IX1,1R1,11CU0,12CK1"
"925","6IP1,7IX1,1R1,11CU0,12CK0,4IY0,2IU1,4IY1,11CP0,3GS1,3HW1"
"926","6IR0,11CV0,4IW1,1AC0,4IW0,3DW1"
"927","6IR0,11CV0,4IY0,7IV0,2IR0,3DF1,13BO0"
"928","6IP1,7IO0,11CU0,1S1,4IW0,14KV0,2IR1,7IO1,4IW0,1V1"
"929","6IS0,11CV0,4IY0,7IU0,2IR0,3DF1,13BO0"
"930","6IP1,7IR1,1R1,11CU0,12CK0,4IY0,2IS1,4IY1,11CP0,3GS0"
"931","6IP1,7IQ0,11CU1"
"932","6IP1,7IZ1,1R0,4JM0"
"933","6IN0,11CV0,4IY0,7IU0,2IR0,3DF1,13BO0"
"934","6IR0,11CV0,4IV0,7JL0,2IR0,3DF1,13BO0"
"935","6IP1,7IU0,11CU0,1S1,4IY0,14KV0,2IR1,7IU0,4IY0,3IM1"
"936","6IP1,7IX1,1R1,11CU0,12CK0,4JM0,2IR0,3FV0,1BD0,3DY1,3EG0"
"937","6IP1,7IX1,1R1,11CU0,12CK0,4IZ0,2IR0,3FV0,1BD0,3DY1,3EG1,1AF1"
"938","6IP1,7IT0,11CU0,1S1,4IS0,14KV0,2IR1,7IT0,4IS1,3DZ0"
"939","6IP1,7JK1,1R1,11CU0,12CK0,4IV1,3DQ0,2IR1,7JK1"
"940","6IT0,11CV0,4IY0,7IV0,2IR0,3DF1,13BO0"
"941","6IN0,11CV0,4IY0,7IQ0,2IR0,3DF1,13BO0"
"942","6IR0,11CV0,4JM0,7IQ0,2IR0,3DF1,13BO0"
"943","6IP1,7IX1,1R1,11CU0,12CK0,4IZ0,2IP1,4IZ1,11CP0,3GS0"
"944","6IS0,11CV0,4IY0,7IZ0,2IR0,3DF1,13BO0"
"945","6IP1,7IV0,11CU0,1S1,4JM0,14KV0,2IR1,7IV0,4JM0,3IM0,3GQ0,3GP0,3EL0"
"946","6IR0,11CV0,4IY0,7IU0,2IR0,3DF1,13BO0"
"947","6IP1,7IV0,11CU0,1S1,4IY0,14KX0,2IR1,7IV0,4IY0,3IM0,3GQ0,3GP0,3EL1,3FS0,3FJ0,1BP0"
"948","6IP1,7IR1,1R1,11CU0,12CK0,4IY0,2IR0,3FV1,3GW1,7IR0,13BX0,3HY1,1BG0"
"949","6IP1,7IO0,11CU0,1S1,4IN0,14KV0,2IR1,7IO1,4IN1,1AG1,1BS0,2IR0,3GN0,13AY0,12CF0,11CN0,1AN1,9IR0,8IS1,1BI0"
"950","6IQ0,11CV0,4IZ1,1AC1,13AT1,7IZ0,3FI0"
"951","6IR0,11CV0,4IV0,7IO0,2IR0,3DF1,13BO0"
"952","6IR0,11CV0,4IU0,7IV0,2IU0,3DF1,13BO0"
"953","6IR0,11CV0,4JM0,7IZ0,2IR0,3DF1,13BO0"
"954","6IR0,11CV0,4IY0,7IV0,2IR0,3DF1,13BO0"
"955","6IR0,11CV0,4IY0,7IV0,2IR0,3DF1,13BO1,7IV0"
"956","6IN0,11CV0,4IY0,7IW0,2IR0,3DF1,13BO0"
"957","6IR0,11CV0,4IY0,7IV0,2IR0,3DF1,13BO0"
"958","6IR0,11CV0,4JM0,7IU0,2IR0,3DF1,13BO0"
"959","6IN0,11CV0,4JM0,7IO0,2IR0,3DF1,13BO0"
"960","6IP1,7IR1,1R1,11CU1"
"961","6IR0,11CV0,4JM0,7JK0,2IR0,3DF1,13BO0"
"962","6IN0,11CV0,4JL1,1AC0,4JL1,3EK1"
"963","6IP1,7IV0,11CU0,1S0"
"964","6IR0,11CV0,4JM0,7IZ0,2IR0,3DF1,13BO0"
"965","6IP1,7IX1,1R1,11CU0,12CK1"
"966","6IP1,7IU0,11CU0,1S1,4IY0,14KV0,2IR1,7IU0,4IY0,3IM0,3GQ0,3GP0,3EL0"
"967","6IP1,7IZ1,1R1,11CU0,12CK0,4IW1,3DQ1,3HN0,3GV1,1BG1,1BN0"
"968","6IP1,7IO0,11CU1"
"969","6IP1,7IZ1,1R1,11CU0,12CK0,4JM0,2IT0,3FV0,1BD1,13BJ1"
"970","6IN0,11CV0,4JM0,7IQ0,2IR0,3DF1,13BO0"
"971","6IP1,7IZ1,1R1,11CU0,12CK0,4IW1,3DQ0,2IR1,7IZ0,1AE0"
"972","6IP1,7JL0,11CU0,1S1,4IP0,14KV0,2IT0,3HX0,1AD0,1Y0"
"973","6IN0,11CV0,4IV0,7IQ0,2IR0,3DF1,13BO0"
"974","6IP1,7IX1,1R1,11CU0,12CK1"
"975","6IP1,7IQ0,11CU0,1S1,4IY0,14KV0,2IR1,7IQ1,4IY1,1AG1,1BS0,2IR0,3GN0,13AY1,1AU1"
"976","6IP1,7IR1,1R1,11CU0,12CK0,4IY0,2IT0,3FV1,3GW1,7IR0,13BX0,3HY0"
"977","6IP1,7IU0,11CU0,1S1,4IY0,14KV0,2IR1,7IU0,4IY0,3IM0,3GQ0,3GP0,3EL0"
"978","6IP1,7IV0,11CU0,1S1,4IY0,14JX0,2IR1,7IV0,4IY0,3IM0,3GQ1"
"979","6IS0,11CV0,4IU0,7IV0,2IR0,3DF1,13BO0"
"980","6IP1,7IZ1,1R1,11CU0,12CK0,4JM0,2IR0,3FV0,1BD1,13BJ1"
"981","6IR0,11CV0,4JM0,7IV0,2IR0,3DF1,13BO0"
"982","6IP1,7IX1,1R1,11CU0,12CK1"
"983","6IP1,7JL0,11CU0,1S1,4IP0,14KV0,2IR1,7JL1,4IP0,1V1"
"984","6IP1,7IR1,1R1,11CU0,12CK0,4IW1,3DQ1,3HN0,3GV0,2IR1,11CS0,14KV1,7IR1,13BC1,1AN0,7IR0,4IW0"
"985","6IN0,11CV0,4IU0,7JK0,2IR0,3DF1,13BO1,7JK0"
"986","6IR0,11CV0,4IW1,1AC0,4IW0,3DW0,3DV0"
"987","6IP1,7IQ0,11CU0,1S1,4IY0,14KV0,2IR1,7IQ1,4IY1,1AG1,1BS0,2IR0,3GN0,13AY0,12CF1"
"988","6IP1,7IQ0,11CU0,1S1,4IY0,14KV0,2IR1,7IQ1,4IY1,1AG1,1BS0,2IR0,3GN1,7IQ1"
"989","6IP1,7IX1,1R1,11CU0,12CK1"
"990","6IR0,11CV0,4IO0,7IO0,2IR0,3DF1,13BO0"
"991","6IR0,11CV0,4JM0,7IQ0,2IT0,3DF1,13BO0"
"992","6IR0,11CV0,4IW1,1AC0,4IW0,3DW1"
"993","6IR0,11CV0,4IW1,1AC0,4IW0,3DW1"
"994","6IP1,7IQ0,11CU0,1S1,4IY0,14KV0,2IR1,7IQ1,4IY1,1AG1,1BS0,2IR0,3GN0,13AY0,12CF0,11CN0,1AN1,9IR0,8IN0"
"995","6IP1,7IX1,1R1,11CU0,12CK0,4IV1,3DQ1,3HN0,3GV0,2IU1,11CS0,14KV1,7IX0,4IV1"
"996","6IS0,11CV0,4IW1,1AC1,13AT0,1BS0,4IW0,7IX0,9IR0"
"997","6IN0,11CV0,4IY0,7IR0,2IP0,3DF1,13BO0"
"998","6IP1,7IS0,11CU0,1S1,4IY0,14KV0,2IT0,3HX0,1AD1"
"999","6IP1,7IY1,1R1,11CU0,12CK0,4JM0,2IP1,4JM1,11CP0,3GS0"
"1000","6IP1,7IO0,11CU0,1S1,4JM0,14KV0,2IR1,7IO1,4JM1,1AG0,3GR1"
