"","index","paths"
"42898",17046,"7U0,8C0,4F0,7U0"
"42899",14240,"7H0,8C0,4K0,7H0"
"42900",26070,"7A0,8D1,1BE1"
"42901",859,"7L0,8T0,4K0,7L1,3DJR0"
"42902",14998,"7A1,1Z1"
"42903",13709,"7D0,8C1,1FZ1"
"42904",13344,"7W0,8C1,1FZ0,4M1,3DJS0"
"42905",13417,"7T0,8C1,1FZ0,4F1,3DJS0"
"42906",20227,"7U0,8C1,1FZ0,4K1,3DJS0"
"42907",21876,"7T0,8C1,1FZ0,4D0"
"42908",6749,"7O0,8C1,1FZ1"
"42909",27601,"7A1,1Z1"
"42910",31245,"7O0,8C1,1FZ0,4K1,3DJS0"
"42911",6332,"7A1,1Z1"
"42912",4571,"7J0,8J0,6L0"
"42913",13142,"7T0,8J0,6E0"
"42914",14407,"7X1,1Z1"
"42915",29552,"7G0,8A0,6T0"
"42916",5659,"7A1,1Z1"
"42917",21974,"7G0,8C1,1FZ0,4K1,3DJS1,1AI0"
"42918",10788,"7G0,8A0,6L0"
"42919",27717,"7J0,8C1,1FZ0,4M1,3DJS1,1AI0"
"42920",1778,"7D0,8A0,6L0"
"42921",17540,"7K1,1Z1"
"42922",5568,"7U0,8J0,6D0"
"42923",6009,"7X1,1Z1"
"42924",25897,"7D0,8J0,6C1,1CD1"
"42925",20459,"7T0,8C1,1FZ1"
"42926",30176,"7G0,8T0,6A0"
"42927",7378,"7G0,8J0,6C1,1CD0"
"42928",19490,"7H0,8C1,1FZ1"
"42929",3465,"7J0,8C1,1FZ0,4M1,3DJS0"
"42930",2147,"7W0,8T0,6A0"
"42931",26318,"7X1,1Z1"
"42932",13960,"7J0,8J0,6T0"
"42933",28846,"7T0,8T0,6A0"
"42934",1358,"7X1,1Z0"
"42935",25451,"7L0,8J0,6A0"
"42936",31065,"7H0,8J0,6A0"
"42937",8241,"7O0,8J0,6L0"
"42938",23559,"7A1,1Z0"
"42939",12740,"7A1,1Z1"
"42940",11077,"7G0,8A0,6C1,1CD1"
"42941",23835,"7G0,8J0,6L0"
"42942",19214,"7T0,8J0,6A0"
"42943",2343,"7D0,8J0,6A0"
"42944",13311,"7W0,8C1,1FZ0,4M1,3DJS1,1AI1"
"42945",27730,"7W0,8T0,6A0"
"42946",9293,"7U0,8C1,1FZ0,4D0"
"42947",4282,"7G0,8A0,6L0"
"42948",6658,"7L0,8T0,6A0"
"42949",9827,"7J0,8C1,1FZ0,4M1,3DJS0"
"42950",31022,"7G0,8A0,6A0"
"42951",860,"7W0,8C1,1FZ0,4G0"
"42952",4135,"4K0,6C0"
"42953",15099,"4M0,6E1,7O1,1JL1"
"42954",18284,"4G0,6E1,7T0"
"42955",23475,"4W1"
"42956",31177,"4F0,6A0"
"42957",26560,"4K0,6E1,7D1,1JL0,2L1,4K1"
"42958",8170,"4K0,6A0"
"42959",23420,"4W1"
"42960",2254,"4F0,6A0"
"42961",15006,"4M0,6A0"
"42962",17101,"4C0,6D0"
"42963",30229,"4K0,6L0"
"42964",31667,"4K0,6C0"
"42965",5177,"4K0,6E1,7O1,1JL0,2A1,4K1"
"42966",17604,"4K0,6E1,7J1,1JL0,2E0"
"42967",10638,"4M0,6E1,7A1,1JL0,2A1,4M1"
"42968",30991,"4K0,6A0"
"42969",10816,"4F0,6E1,7J1,1JL0,2J1,4F0,2J1"
"42970",12777,"4M0,6A0"
"42971",7299,"4F0,6A0"
"42972",9503,"4M0,6E1,7W1,1JL0,2A1,4M1"
"42973",15173,"4M0,6E1,7W1,1JL0,2A1,4M1"
"42974",13216,"4M0,6A0"
"42975",7010,"4K0,6E1,7G0"
"42976",11309,"4U0,6C0"
"42977",1230,"4U0,6E1,7W1,1JL1"
"42978",13564,"4F0,6C0"
"42979",9350,"4F0,6A0"
"42980",13207,"4O1"
"42981",24665,"4K0,6A0"
"42982",5962,"4K0,6E1,7T0"
"42983",17139,"4L0,6A0"
"42984",29697,"4M0,6E1,7L1,1JL0,2A1,4M1"
"42985",25258,"4K0,6E1,7G0"
"42986",5277,"4O1"
"42987",28640,"4K0,6A0"
"42988",9314,"4F0,6C0"
"42989",211,"4K0,6E1,7U0"
"42990",20121,"4O1"
"42991",14072,"4F0,6E1,7A1,1JL0,2A1,4F0,2A0"
"42992",13431,"4E0,6A0"
"42993",24144,"4K0,6A0"
"42994",20485,"4M0,6E1,7A1,1JL0,2L1,4M1"
"42995",19412,"4F0,6A0"
"42996",28452,"4F0,6E1,7T0"
"42997",28708,"4K0,6A0"
"42998",25645,"4M0,6A0"
"42999",1767,"4K0,6A0"
"43000",22987,"4F0,6A0"
"43001",861,"4G0,6E1,7A1,1JL0,2A1,4G1"
"43002",13170,"13DJT0,4D0,2A0,13JL0"
"43003",4109,"13DJT0,4M1,6A0"
"43004",6786,"13DJT0,4F0,2E1"
"43005",2904,"13DJT0,4F0,2A0,13JL0"
"43006",10632,"13DJT0,4F0,2A0,13JL0"
"43007",13077,"13DJT0,4K0,2A0,13JL0"
"43008",1560,"13DJT0,4F0,2A0,13JL0"
"43009",10878,"13DJT0,4K0,2A0,13JL0"
"43010",11058,"13DJT0,4F0,2A0,13JL0"
"43011",7264,"13DJT0,4H0,2J0,13JL0"
"43012",7126,"13DJT0,4G0,2L0,13JL0"
"43013",12342,"13DJT0,4K0,2A0,13JL0"
"43014",30266,"13DJT0,4K0,2A0,13JL0"
"43015",17362,"13DJT0,4M1,6A0"
"43016",6768,"13DJT0,4K0,2A0,13JL0"
"43017",16296,"13DJT0,4K0,2A0,13JL1,1IY0"
"43018",16254,"13DJT0,4K0,2A0,13JL0"
"43019",6615,"13DJT0,4M1,6E1,2A1"
"43020",24058,"13DJT0,4F0,2A0,13JL0"
"43021",31742,"13DJT0,4H0,2J0,13JL0"
"43022",20388,"13DJT0,4M1,6E1,2A1"
"43023",15987,"13DJT0,4F0,2A0,13JL0"
"43024",22642,"13DJT0,4E0,2A0,13JL0"
"43025",24837,"13DJT0,4K0,2A0,13JL0"
"43026",19629,"13DJT0,4F0,2H0,13JL0"
"43027",18330,"13DJT0,4F0,2A0,13JL0"
"43028",10551,"13DJT0,4O1,6E1,2A1"
"43029",6910,"13DJT0,4H0,2L0,13JL0"
"43030",19129,"13DJT0,4G0,2A0,13JL0"
"43031",27908,"13DJT0,4K0,2A0,13JL0"
"43032",18361,"13DJT0,4M1,6A0"
"43033",4894,"13DJT0,4K0,2A0,13JL0"
"43034",12726,"13DJT0,4M1,6E1,2A1"
"43035",13680,"13DJT0,4F0,2A0,13JL0"
"43036",6666,"13DJT0,4K0,2E1"
"43037",19107,"13DJT0,4F0,2A0,13JL0"
"43038",30402,"13DJT0,4O1,6E1,2E1"
"43039",5839,"13DJT0,4F0,2A0,13JL0"
"43040",5585,"13DJT0,4M1,6E1,2A1"
"43041",2267,"13DJT0,4E0,2A0,13JL0"
"43042",16308,"13DJT0,4K0,2A0,13JL0"
"43043",32412,"13DJT0,4K0,2A0,13JL0"
"43044",28545,"13DJT0,4K0,2A0,13JL0"
"43045",3264,"13DJT0,4F0,2A0,13JL0"
"43046",23196,"13DJT0,4F0,2H0,13JL0"
"43047",29976,"13DJT0,4M1,6E1,2L0"
"43048",7810,"13DJT0,4K0,2L0,13JL1,1IY1"
"43049",27781,"13DJT0,4J1,6E1,2A1"
"43050",30479,"13DJT0,4O1,6A0"
"43051",862,"13DJT0,4F0,2A0,13JL0"
"43052",30034,"6E1,4H0,3DJU1"
"43053",25355,"6A0,7W0"
"43054",31589,"6A0,7A1,1AC0"
"43055",17130,"6E1,4K0,3DJU1"
"43056",27043,"6A0,7D0"
"43057",25990,"6E1,4F1"
"43058",7841,"6E1,4M0,3DJU0,7H1"
"43059",30365,"6C0,7A1,1AC1"
"43060",31709,"6A0,7O0"
"43061",20847,"6A0,7X0"
"43062",1376,"6C0,7O0"
"43063",12175,"6E1,4O1"
"43064",26217,"6A0,7W0"
"43065",19048,"6C0,7H0"
"43066",23139,"6A0,7J0"
"43067",23014,"6E1,4L0,3DJU1"
"43068",16760,"6E1,4M0,3DJU0,7O1"
"43069",15953,"6A0,7O0"
"43070",23367,"6E1,4O1"
"43071",30170,"6E1,4K0,3DJU0,7T0,3DJV0"
"43072",5501,"6E1,4M0,3DJU1"
"43073",21809,"6A0,7H0"
"43074",28305,"6E1,4K0,3DJU1"
"43075",27497,"6A0,7O0"
"43076",11068,"6C0,7G0"
"43077",26108,"6E1,4D0,3DJU1"
"43078",28996,"6E1,4K0,3DJU0,7H1"
"43079",31564,"6E1,4K0,3DJU0,7X0,3DJV0"
"43080",6065,"6E1,4M0,3DJU0,7A0,3DJV0"
"43081",10323,"6A0,7G0"
"43082",26037,"6C0,7D0"
"43083",29859,"6A0,7L0"
"43084",17773,"6E1,4K0,3DJU1"
"43085",27617,"6A0,7J0"
"43086",30003,"6A0,7W0"
"43087",10545,"6C0,7O0"
"43088",3141,"6E1,4K0,3DJU0,7T0,3DJV1"
"43089",20917,"6A0,7T0"
"43090",5647,"6C0,7U0"
"43091",10478,"6C0,7U0"
"43092",5594,"6E1,4O1"
"43093",18423,"6D0,7T0"
"43094",5864,"6A0,7W0"
"43095",29766,"6E1,4K0,3DJU1"
"43096",28553,"6C0,7H0"
"43097",6888,"6A0,7O0"
"43098",24790,"6C0,7A1,1AC1"
"43099",10042,"6L1,4L0,3DJU0,7L1"
"43100",18209,"6A0,7D0"
"43101",863,"6E1,4E1"
"43102",10213,"12EW0,7W1,2L1,3DJW0"
"43103",29115,"12EW0,7K0,8J0,7K0"
"43104",27748,"12EW0,7G0,8C0,7G1,6E1,1EO1"
"43105",5647,"12EW0,7U0,8J0,7U0"
"43106",11284,"12EW0,7A1,2D1,3DJW1"
"43107",7407,"12EW0,7J0,8T0,7J0"
"43108",10488,"12EW1"
"43109",13964,"12EW0,7A1,2D1,3DJW0"
"43110",11082,"12EW0,7U0,8C0,7U0"
"43111",15759,"12EW0,7O1,2A0"
"43112",20622,"12EW0,7D0,8C0,7D0"
"43113",2977,"12EW0,7T0,8J0,7T0"
"43114",11786,"12EW0,7J0,8D1"
"43115",9161,"12EW0,7T0,8C0,7T0"
"43116",3164,"12EW0,7A1,2E1,3DJW0"
"43117",15848,"12EW0,7W1,2E1,3DJW0"
"43118",19995,"12EW0,7W1,2A0"
"43119",10021,"12EW0,7L0,8J0,7L0"
"43120",11249,"12EW0,7X0,8C0,7X0"
"43121",30878,"12EW0,7L0,8J0,7L0"
"43122",1609,"12EW0,7T0,8C0,7T0"
"43123",8619,"12EW0,7A1,2J1,3DJW0"
"43124",9411,"12EW0,7A1,2A0"
"43125",7278,"12EW0,7T0,8C0,7T0"
"43126",8205,"12EW0,7G0,8T0,7G1,6A0"
"43127",31181,"12EW0,7O1,2D1,3DJW0"
"43128",25306,"12EW0,7J0,8J0,7J0"
"43129",10269,"12EW1"
"43130",1092,"12EW0,7O1,2L1,3DJW0"
"43131",6435,"12EW0,7T0,8A0,7T0"
"43132",19822,"12EW0,7X0,8J0,7X0"
"43133",4850,"12EW0,7D0,8C0,7D0"
"43134",28580,"12EW0,7G0,8J0,7G1,6A0"
"43135",18840,"12EW0,7T0,8C0,7T0"
"43136",11687,"12EW0,7J0,8T0,7J0"
"43137",8412,"12EW0,7J0,8E0,7J0"
"43138",7298,"12EW0,7W1,2A0"
"43139",15821,"12EW0,7J0,8T0,7J0"
"43140",23273,"12EW0,7J0,8T0,7J0"
"43141",18102,"12EW0,7G0,8C0,7G1,6E1,1EO0"
"43142",31013,"12EW0,7T0,8C0,7T0"
"43143",16344,"12EW0,7W1,2A0"
"43144",23097,"12EW0,7G0,8T0,7G1,6A0"
"43145",26574,"12EW0,7O1,2A0"
"43146",4299,"12EW0,7G0,8J0,7G1,6A0"
"43147",18224,"12EW0,7H0,8C0,7H0"
"43148",17306,"12EW0,7A1,2A0"
"43149",27740,"12EW0,7T0,8C0,7T0"
"43150",26740,"12EW0,7J0,8A0,7J0"
"43151",864,"12EW0,7H0,8T0,7H0"
"43152",13859,"11IW0,4W1,6E1,7W1"
"43153",16130,"11IW0,4K0,2A0"
"43154",26494,"11IW1"
"43155",7410,"11IW1"
"43156",13656,"11IW1"
"43157",11401,"11IW0,4K0,2A0"
"43158",29873,"11IW1"
"43159",27846,"11IW0,4T0,2A0"
"43160",4993,"11IW0,4K0,2A0"
"43161",13343,"11IW0,4M1,6E1,7O0"
"43162",21334,"11IW0,4M1,6E1,7A1"
"43163",2708,"11IW1"
"43164",29652,"11IW0,4K0,2A0"
"43165",14799,"11IW0,4K0,2A0"
"43166",18188,"11IW0,4F0,2A0"
"43167",29970,"11IW0,4K0,2A0"
"43168",4037,"11IW0,4M1,6A0,1AK0"
"43169",23393,"11IW0,4J0,2A0"
"43170",6927,"11IW0,4M1,6A0,1AK1,1FV1"
"43171",11344,"11IW1"
"43172",17977,"11IW0,4M1,6A0,1AK0"
"43173",18049,"11IW0,4K0,2A0"
"43174",16012,"11IW0,4K0,2A0"
"43175",22877,"11IW0,4M1,6E1,7J0"
"43176",28971,"11IW0,4O1,6E1,7A1"
"43177",4005,"11IW0,4U1,6A0,1AK1,1FV0"
"43178",14478,"11IW0,4K0,2E0"
"43179",25424,"11IW0,4M1,6E1,7X1"
"43180",30506,"11IW0,4F0,2A0"
"43181",22649,"11IW0,4K0,2A0"
"43182",26899,"11IW0,4L0,2A0"
"43183",8597,"11IW0,4M1,6C0,1AK0"
"43184",18138,"11IW0,4U1,6A0,1AK0"
"43185",13795,"11IW0,4K0,2J1"
"43186",24117,"11IW0,4F0,2A0"
"43187",30546,"11IW0,4M1,6E1,7W1"
"43188",13464,"11IW1"
"43189",13323,"11IW0,4C0,2A0"
"43190",5570,"11IW0,4M1,6A0,1AK0"
"43191",32158,"11IW0,4F0,2L0"
"43192",19233,"11IW0,4F0,2A0"
"43193",27688,"11IW1"
"43194",20068,"11IW0,4K0,2L0"
"43195",19659,"11IW0,4J0,2A0"
"43196",24113,"11IW0,4H0,2A0"
"43197",30846,"11IW0,4F0,2A0"
"43198",3032,"11IW0,4K0,2A0"
"43199",7487,"11IW0,4M1,6A0,1AK0"
"43200",19396,"11IW0,4M1,6E1,7A1"
"43201",865,"11IW0,4K0,2A0"
"43202",24856,"4K0,7L0,2A0"
"43203",28670,"4W1,8C1,2A1,13JR0"
"43204",17594,"4K0,7G0,2A0"
"43205",13305,"4M1,8C1,2A1,13JR0"
"43206",24662,"4K0,7G0,2A0"
"43207",25153,"4U0,7W0,2E0"
"43208",5146,"4K0,7O0,2A0"
"43209",358,"4G0,7X1,1Z1"
"43210",29232,"4K0,7A0,2A0"
"43211",5700,"4K0,7O0,2A0"
"43212",19814,"4M1,8C1,2A1,13JR0"
"43213",1671,"4H1,8C1,2A1,13JR0"
"43214",494,"4K0,7W0,2A0"
"43215",15276,"4M1,8C1,2A1,13JR0"
"43216",23857,"4K0,7T1,1Z0,3DJX0"
"43217",29280,"4C0,7G0,2E0"
"43218",6043,"4K0,7O0,2D1"
"43219",22206,"4F0,7J0,2A0"
"43220",14615,"4M1,8T0"
"43221",3539,"4H1,8C1,2D1,13JR0"
"43222",7597,"4F0,7A0,2A0"
"43223",20858,"4K0,7A0,2A0"
"43224",5798,"4F0,7J0,2A0"
"43225",7234,"4F0,7J0,2A0"
"43226",12868,"4M1,8C1,2J1,13JR0"
"43227",17268,"4K0,7T1,1Z0,3DJX0"
"43228",13558,"4M1,8D0"
"43229",21936,"4M1,8A0"
"43230",15251,"4M1,8C1,2A1,13JR0"
"43231",23875,"4O1,8C1,2A1,13JR0"
"43232",18077,"4M1,8C1,2A1,13JR0"
"43233",23067,"4M1,8J1,2A1,13JR1"
"43234",32083,"4F0,7J0,2A0"
"43235",4960,"4G0,7J0,2A0"
"43236",3340,"4K0,7T1,1Z0,3DJX0"
"43237",17459,"4F0,7O0,2L0"
"43238",29465,"4M1,8C1,2E0"
"43239",29400,"4F0,7O0,2A0"
"43240",18884,"4F0,7T1,1Z0,3DJX1"
"43241",11969,"4F0,7J0,2A0"
"43242",18633,"4M1,8C1,2A1,13JR0"
"43243",14818,"4F0,7J0,2A0"
"43244",15474,"4J0,7U0,2A0"
"43245",971,"4K0,7T1,1Z1"
"43246",8579,"4K0,7H0,2A0"
"43247",30574,"4K0,7U0,2A0"
"43248",24636,"4K0,7J0,2A0"
"43249",18610,"4K0,7U0,2A0"
"43250",4682,"4F0,7A0,2L0"
"43251",866,"4K0,7H0,2A0"
"43252",12153,"7W1,1LM1,6E1,4M1"
"43253",17156,"7O0"
"43254",26156,"7W1,1LM1,6L1,4W1"
"43255",31912,"7W1,1LM1,6E1,4F1"
"43256",4904,"7T1,1LM1,6E1,4K1"
"43257",5714,"7W1,1LM1,6A1,4U1"
"43258",19196,"7O0"
"43259",9151,"7T1,1LM1,6E1,4K1"
"43260",30366,"7D1,1LM1,6E1,4K1"
"43261",24448,"7X0"
"43262",6517,"7J0"
"43263",1473,"7W1,1LM0"
"43264",21939,"7A1,1LM1,6E1,4F1"
"43265",14703,"7A1,1LM1,6E1,4K1"
"43266",12410,"7O0"
"43267",6888,"7O0"
"43268",11643,"7O0"
"43269",30595,"7T1,1LM0"
"43270",8033,"7J0"
"43271",19238,"7T1,1LM0"
"43272",3520,"7G0"
"43273",18418,"7G0"
"43274",27905,"7J0"
"43275",9240,"7W1,1LM0"
"43276",27582,"7J0"
"43277",8843,"7J0"
"43278",16801,"7W1,1LM1,6E1,4O0,1EK1"
"43279",30241,"7O0"
"43280",28394,"7A1,1LM1,6E1,4M1"
"43281",22572,"7G0"
"43282",23846,"7T1,1LM1,6E1,4F1"
"43283",31187,"7W1,1LM1,6C0"
"43284",197,"7T1,1LM1,6C0"
"43285",12498,"7T1,1LM0"
"43286",32270,"7O0"
"43287",27096,"7G0"
"43288",16206,"7H1,1LM1,6E1,4F1"
"43289",24501,"7W1,1LM0"
"43290",4789,"7W1,1LM1,6E1,4O0,1EK1"
"43291",5185,"7A1,1LM1,6E1,4W1"
"43292",10452,"7G0"
"43293",14213,"7T1,1LM0"
"43294",6209,"7A1,1LM1,6A1,4O0,1EK0"
"43295",11737,"7W1,1LM1,6C0"
"43296",28274,"7A1,1LM0"
"43297",26327,"7H1,1LM0"
"43298",4458,"7K0"
"43299",11814,"7G0"
"43300",21661,"7L0"
"43301",867,"7L0"
"43302",25694,"4F0,8A0,12ST0,2A0,7G0,1CR0"
"43303",7649,"4K0,8C0,12ST0,2A0,7H0,1CR1,1JR0"
"43304",14267,"4M1,6E1"
"43305",2934,"4U1,6A0,4U1"
"43306",30705,"4G0,8J0,12ST0,2A0,7G0,1CR0"
"43307",2236,"4G0,8A0,12ST0,2A0,7W1,3DJY0"
"43308",9658,"4F0,8T0,12ST0,2A0,7O0,1CR0"
"43309",23599,"4M1,6E1"
"43310",19880,"4G0,8J0,12ST0,2A0,7J0,1CR0"
"43311",1138,"4K0,8C0,12ST0,2J1,1AG0"
"43312",16871,"4M1,6E1"
"43313",6627,"4K0,8A0,12ST0,2A0,7J0,1CR0"
"43314",19417,"4K0,8D1"
"43315",22115,"4K0,8C0,12ST0,2A0,7O0,1CR0"
"43316",22013,"4F0,8J0,12ST0,2A0,7A0,1CR0"
"43317",346,"4M1,6A0,4M0,1PQ1"
"43318",30492,"4K0,8J0,12ST0,2A0,7G0,1CR0"
"43319",26353,"4M1,6E1"
"43320",19873,"4K0,8E0,12ST0,2A0,7J0,1CR0"
"43321",4365,"4G0,8A0,12ST0,2A0,7A0,1CR0"
"43322",13351,"4G0,8J0,12ST0,2A0,7A0,1CR0"
"43323",7276,"4W1,6A0,4W1"
"43324",23534,"4L0,8C0,12ST0,2A0,7G0,1CR1,1JR1"
"43325",9442,"4K0,8J0,12ST0,2A0,7M0,1CR0"
"43326",25593,"4M1,6A0,4M0,1PQ1"
"43327",20006,"4F0,8C0,12ST0,2A0,7W1,3DJY1"
"43328",2036,"4K0,8A0,12ST0,2A0,7A0,1CR0"
"43329",13047,"4F0,8C0,12ST0,2A0,7O0,1CR0"
"43330",25713,"4K0,8J0,12ST0,2J1,1AG1"
"43331",30308,"4F0,8T0,12ST0,2A0,7O0,1CR0"
"43332",2459,"4F0,8A0,12ST0,2E0,7J0,1CR0"
"43333",27510,"4H0,8J0,12ST0,2L0,7T0,1CR0"
"43334",15172,"4A0,8J0,12ST0,2A0,7H0,1CR1,1JR1"
"43335",2298,"4M1,6C0,4M0,1PQ1"
"43336",21027,"4J0,8A0,12ST0,2A0,7L0,1CR0"
"43337",25675,"4O1,6T1"
"43338",13194,"4F0,8C0,12ST0,2D0,7W1,3DJY0"
"43339",13019,"4F0,8T0,12ST0,2A0,7O0,1CR0"
"43340",21408,"4G0,8J0,12ST0,2A0,7M0,1CR0"
"43341",12747,"4H0,8C0,12ST1"
"43342",28440,"4K0,8C0,12ST0,2H0,7T0,1CR0"
"43343",33,"4M1,6C0,4M0,1PQ1"
"43344",29313,"4K0,8J0,12ST0,2A0,7A0,1CR1,1JR1"
"43345",31198,"4C0,8C0,12ST0,2D0,7T0,1CR1,1JR1"
"43346",9093,"4K0,8A0,12ST0,2A0,7J0,1CR0"
"43347",25090,"4H0,8C0,12ST0,2A0,7K0,1CR0"
"43348",1803,"4K0,8J0,12ST0,2A0,7G0,1CR0"
"43349",5398,"4M1,6A0,4M0,1PQ0"
"43350",14244,"4K0,8T0,12ST0,2A0,7J0,1CR0"
"43351",868,"4W1,6C0,4W1"
"43352",22444,"8C1,7U1,2A1"
"43353",8787,"8J0"
"43354",5528,"8A0"
"43355",18606,"8J0"
"43356",8346,"8J0"
"43357",9630,"8C1,7A1,2A1"
"43358",18089,"8D0"
"43359",18988,"8C1,7W1,2A1"
"43360",10212,"8C1,7K1,2H1"
"43361",19451,"8C1,7W1,2D1"
"43362",5935,"8A0"
"43363",15364,"8E0"
"43364",22903,"8A0"
"43365",19399,"8J0"
"43366",2434,"8C1,7A1,2H1"
"43367",12451,"8C1,7D1,2L0,4F1"
"43368",4687,"8T0"
"43369",21560,"8J0"
"43370",26435,"8T0"
"43371",7860,"8A0"
"43372",23159,"8T0"
"43373",8752,"8C1,7O1,2L0,4K1"
"43374",29508,"8T0"
"43375",26837,"8C1,7H0"
"43376",19678,"8C1,7W1,2E0,4O0"
"43377",31864,"8C1,7A1,2L0,4M0"
"43378",19814,"8C1,7J1,2A1"
"43379",15877,"8E0"
"43380",27411,"8J0"
"43381",16038,"8C1,7T0"
"43382",27726,"8C1,7L0"
"43383",28431,"8J0"
"43384",13041,"8C1,7O1,2A1"
"43385",8983,"8C1,7O1,2D1"
"43386",4602,"8A0"
"43387",23586,"8C1,7O1,2A1"
"43388",26189,"8C1,7K1,2E0,4K1"
"43389",3121,"8A0"
"43390",20205,"8T0"
"43391",14132,"8C1,7H0"
"43392",17764,"8J0"
"43393",17664,"8J0"
"43394",17993,"8A0"
"43395",2852,"8T0"
"43396",24988,"8J0"
"43397",14688,"8C1,7A1,2A1"
"43398",30290,"8T0"
"43399",4678,"8C1,7T0"
"43400",8757,"8J0"
"43401",869,"8J0"
"43402",12834,"7J0,2A0,8A0,1NV0"
"43403",10949,"7T0,2A0,8E0,1NV0"
"43404",2836,"7O0,2A0,8T0,1NV0"
"43405",97,"7W1,1LP1"
"43406",15319,"7A1,1LP1"
"43407",10557,"7M0,2A0,8J0,1NV1,1ACO1"
"43408",30493,"7O0,2A0,8T0,1NV0"
"43409",17576,"7G0,2E0,8J0,1NV0"
"43410",14859,"7J0,2J0,8T0,1NV0"
"43411",10427,"7W1,1LP0"
"43412",24193,"7J0,2A0,8T0,1NV0"
"43413",6038,"7U0,2L0,8C0,1NV0"
"43414",3187,"7O0,2A0,8C0,1NV0"
"43415",28370,"7O0,2A0,8C0,1NV1,1ACO1"
"43416",18431,"7A1,1LP1"
"43417",887,"7A1,1LP0"
"43418",9619,"7J0,2A0,8A0,1NV0"
"43419",8627,"7W1,1LP0"
"43420",24280,"7A1,1LP1"
"43421",13447,"7J0,2A0,8J0,1NV0"
"43422",13539,"7H0,2A0,8T0,1NV0"
"43423",8682,"7T0,2A0,8C0,1NV0"
"43424",22520,"7J0,2A0,8D1"
"43425",31878,"7T0,2A0,8C0,1NV0"
"43426",17298,"7O0,2A0,8J0,1NV0"
"43427",21730,"7W1,1LP1"
"43428",1026,"7G0,2A0,8C0,1NV0"
"43429",12397,"7H0,2A0,8J0,1NV0"
"43430",26474,"7T0,2L0,8C0,1NV0"
"43431",7958,"7H0,2A0,8T0,1NV0"
"43432",17767,"7A1,1LP1"
"43433",28449,"7T0,2A0,8C0,1NV0"
"43434",14640,"7A1,1LP0"
"43435",30762,"7J0,2A0,8J0,1NV1,1ACO1"
"43436",30906,"7J0,2A0,8T0,1NV0"
"43437",7869,"7H0,2H1"
"43438",21108,"7T0,2A0,8J0,1NV0"
"43439",23630,"7U0,2E0,8C0,1NV0"
"43440",13420,"7O0,2A0,8C0,1NV1,1ACO0"
"43441",4691,"7X0,2A0,8T0,1NV0"
"43442",22675,"7H0,2A0,8T0,1NV0"
"43443",10962,"7J0,2A0,8J0,1NV0"
"43444",5700,"7O0,2A0,8J0,1NV0"
"43445",1152,"7J0,2A0,8A0,1NV0"
"43446",14177,"7H0,2A0,8C0,1NV0"
"43447",20591,"7J0,2A0,8J0,1NV0"
"43448",18712,"7D0,2E0,8C0,1NV1,1ACO1"
"43449",7441,"7G0,2E0,8C0,1NV0"
"43450",9483,"7G0,2A0,8C0,1NV0"
"43451",870,"7U0,2E0,8C0,1NV0"
"43452",24342,"4K0,12FW0"
"43453",19989,"4M1,6E1"
"43454",6354,"4K0,12FW0"
"43455",22336,"4M1,6E1"
"43456",9258,"4K0,12FW0"
"43457",6338,"4K0,12FW1,1FV1"
"43458",22903,"4K0,12FW0"
"43459",6609,"4O1,6E1"
"43460",14143,"4M1,6E1"
"43461",12354,"4H0,12FW0"
"43462",14504,"4F0,12FW0"
"43463",23221,"4M1,6C0,1FV0"
"43464",31807,"4K0,12FW0"
"43465",15621,"4F0,12FW1,1FV0"
"43466",25224,"4M1,6A0,1FV0"
"43467",6042,"4F0,12FW0"
"43468",22066,"4E0,12FW0"
"43469",18961,"4M1,6A0,1FV1,3DJZ1"
"43470",8767,"4O1,6C0,1FV0"
"43471",27741,"4F0,12FW0"
"43472",10831,"4K0,12FW0"
"43473",1256,"4K0,12FW0"
"43474",12536,"4K0,12FW0"
"43475",7004,"4F0,12FW0"
"43476",28675,"4G0,12FW0"
"43477",7244,"4M1,6A0,1FV0"
"43478",9263,"4K0,12FW0"
"43479",10265,"4T1,6E1"
"43480",3971,"4M1,6A0,1FV0"
"43481",12044,"4K0,12FW0"
"43482",12525,"4J0,12FW0"
"43483",3779,"4F0,12FW0"
"43484",14796,"4K0,12FW1,1FV1"
"43485",27635,"4M1,6A0,1FV0"
"43486",23970,"4F0,12FW0"
"43487",27344,"4K0,12FW0"
"43488",2416,"4O1,6E1"
"43489",6163,"4K0,12FW0"
"43490",6380,"4M1,6C0,1FV1,3DJZ1"
"43491",16619,"4F0,12FW0"
"43492",20591,"4F0,12FW0"
"43493",11383,"4F0,12FW0"
"43494",30075,"4F0,12FW0"
"43495",28822,"4F0,12FW0"
"43496",30569,"4K0,12FW0"
"43497",14818,"4F0,12FW0"
"43498",18091,"4K0,12FW0"
"43499",876,"4M1,6E1"
"43500",9936,"4K0,12FW0"
"43501",871,"4O1,6C0,1FV1,3DJZ0"
"43502",30889,"8C1,7O1,4F1,1AX1"
"43503",2277,"8T0"
"43504",2437,"8J0"
"43505",6240,"8E0"
"43506",21621,"8C1,7T0,4K0"
"43507",4401,"8A0"
"43508",20007,"8A0"
"43509",3171,"8T0"
"43510",32396,"8J0"
"43511",28925,"8C1,7J1,4M1,1AX1"
"43512",23145,"8C1,7G0,4C0"
"43513",1839,"8A0"
